ciBusinessName(EC),ciFiscalCode(EC),ptBusinessName(PT-EC Int),ptFiscalCode(PT-EC Int)
Azienda Ospedaliero Universitaria Careggi di Firenze,04612750481,Regione Toscana,01386030488
Azienda Ospedaliero Universitaria Consorziale Policlinico di Bari,04846410720,Regione Puglia,80017210727
Azienda Ospedaliero Universitaria Ospedali Riuniti di Foggia,02218910715,Regione Puglia,80017210727
Azienda Ospedaliero Universitaria Ospedali Riuniti di Trieste,01066380328,Regione Autonoma Friuli-Venezia Giulia,80014930327
Azienda Ospedaliero Universitaria Sant'Andrea,06019571006,Regione Lazio,80143490581
Azienda Ospedaliero Universitaria Santa Maria Misericordia di Udine,02445630300,Regione Autonoma Friuli-Venezia Giulia,80014930327
Azienda per il Diritto agli Studi Universitari - L'Aquila,80004530665,Agenzia regionale dell'Abruzzo per la Committenza,91022630676
Azienda per il Diritto agli Studi Universitari - L'Aquila,80004530665,Maggioli SPA,06188330150
Azienda per il diritto agli studi universitari di Chieti,80001210691,Agenzia regionale dell'Abruzzo per la Committenza,91022630676
Azienda per Il Diritto Agli Studi Universitari di Teramo,00920370673,Maggioli SPA,06188330150
Azienda per la tutela della salute - ATS Sardegna,92005870909,Regione Autonoma della Sardegna,80002870923
AZIENDA PISANA EDILIZIA SOCIALE S.C.P.A.,01699440507,P.A. Digitale spa,06628860964
Azienda Pluriservizi Macerata,00457550432,E-Fil S.r.l.,03789750100
Azienda Pluriservizi Monterotondo,05843451005,ANDREANI TRIBUTI srl,01412920439
Azienda Policlinico Umberto I,05865511009,Regione Lazio,80143490581
Azienda Provinciale per i Servizi Sanitari della Provincia Autonoma di Trento,01429410226,Provincia Autonoma di Trento,00337460224
Azienda provinciale trasporti Spa,00505830315,E-Fil S.r.l.,03789750100
Azienda Pubblica di Servizi alla Persona A.S.P. del Rubicone,03729940407,Crédit Agricole Group Solutions Società Consortile per azioni,02771790348
Azienda Pubblica di Servizi alla Persona Ardito Desio,81001370303,Regione Autonoma Friuli-Venezia Giulia,80014930327
Azienda Pubblica di Servizi alla persona casa di Riposo Mosca,02849880543,Regione Umbria,80000130544
Azienda Pubblica di Servizi alla Persona Casa per Anziani,02460260306,Regione Autonoma Friuli-Venezia Giulia,80014930327
Azienda Pubblica di Servizi alla Persona Citta di Riva,02086810229,Provincia Autonoma di Trento,00337460224
Azienda Pubblica di Servizi alla Persona Clementino Vannetti,02086700222,Provincia Autonoma di Trento,00337460224
"Azienda Pubblica di Servizi alla Persona Cordenonese ""Virginia Fabbri Taliento""",80001590936,Provincia Autonoma di Trento,00337460224
Azienda Pubblica di Servizi alla Persona Daniele Moro,00089850937,Regione Autonoma Friuli-Venezia Giulia,80014930327
Azienda Pubblica di Servizi alla Persona dei Comuni Modenesi Area Nord,03198590360,Next Step Solution,02554480349
Azienda Pubblica di Servizi alla Persona del distretto Cesena Valle Savio,03803460405,Provincia Autonoma di Trento,00337460224
Azienda Pubblica di Servizi alla Persona Delia Repetto,80005470366,BANCA MONTE DEI PASCHI DI SIENA,00884060526
Azienda Pubblica di Servizi alla Persona della Val di Fassa,02110890221,Provincia Autonoma di Trento,00337460224
Azienda Pubblica di Servizi alla Persona di Brentonico,85005170221,Provincia Autonoma di Trento,00337460224
Azienda Pubblica di Servizi alla Persona Distretto di Fidenza,02496470341,Provincia Autonoma di Trento,00337460224
Azienda Pubblica di Servizi alla Persona Distretto di Fidenza,02496470341,Crédit Agricole Group Solutions Società Consortile per azioni,02771790348
Azienda Pubblica di Servizi alla Persona Dott. Antonio Bontempelli,83002460224,Provincia Autonoma di Trento,00337460224
Azienda Pubblica di Servizi alla Persona Fondazione E. Muner De Giudici,01062260300,Provincia Autonoma di Trento,00337460224
Azienda Pubblica di Servizi alla Persona Giorgio Gasparini,03099960365,Lepida Spa,02770891204
Azienda Pubblica di Servizi alla Persona Giorgio Gasparini,03099960365,E-Fil S.r.l.,03789750100
Azienda Pubblica di Servizi alla Persona Giovanni Chiaba' di San Giorgio di Nogaro,81001630300,E-Fil S.r.l.,03789750100
Azienda Pubblica di Servizi alla Persona Giovanni Endrizzi,00322440223,Provincia Autonoma di Trento,00337460224
Azienda Pubblica di Servizi alla Persona Giudicarie Esteriori,86000490226,Provincia Autonoma di Trento,00337460224
Azienda Pubblica di Servizi alla Persona Ircr Macerata,80009620438,Provincia Autonoma di Trento,00337460224
Azienda Pubblica di Servizi alla Persona Itis,80013710324,Provincia Autonoma di Trento,00337460224
Azienda Pubblica di Servizi alla Persona Itis,80013710324,Regione Autonoma Friuli-Venezia Giulia,80014930327
Azienda Pubblica di Servizi alla Persona Margherita Grazioli,00358520229,Provincia Autonoma di Trento,00337460224
Azienda pubblica di Servizi alla Persona Martinsheim di Malles Venosta,82006570210,Alto Adige Riscossioni Spa,02805390214
Azienda Pubblica di Servizi alla Persona Montedomini - Sant'Ambrogio - Fuligno - Bigallo,80001110487,Regione Toscana,01386030488
Azienda Pubblica di Servizi alla Persona Pianura Est,03510961208,Provincia Autonoma di Trento,00337460224
Azienda Pubblica di Servizi alla Persona San Gaetano,82001090222,Provincia Autonoma di Trento,00337460224
Azienda Pubblica di Servizi alla Persona San Giuseppe,81001630227,Provincia Autonoma di Trento,00337460224
AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA SAN VALENTINO,81001910223,Provincia Autonoma di Trento,00337460224
Azienda Pubblica di Servizi alla Persona Santa Maria,83003520224,Provincia Autonoma di Trento,00337460224
Azienda Pubblica di Servizi alla Persona Seneca,02800411205,Lepida Spa,02770891204
Azienda Pubblica di Servizi alla Persona Seneca,02800411205,E-Fil S.r.l.,03789750100
Azienda Pubblica di Servizi alla Persona Stati Uniti D'America,02892040300,Regione Autonoma Friuli-Venezia Giulia,80014930327
Azienda Pubblica di Servizi alla Persona Valle del Vanoi,81002610228,Provincia Autonoma di Trento,00337460224
Azienda pubblica servizi alla persona Cav. Marco Rossi Sidoli,81000140343,Crédit Agricole Group Solutions Società Consortile per azioni,02771790348
Azienda Pubblica Servizi alla Persona Cristani - De Luca,00374380228,Provincia Autonoma di Trento,00337460224
Azienda Pubblica Servizi alla Persona Maria Redditi,81001890524,Dedagroup Public Services S.R.L.,01727860221
Azienda Pubblica Servizi alla Persona San Giovanni,01144840228,Provincia Autonoma di Trento,00337460224
Azienda Regionale dell'Emergenza Urgenza della Sardegna,01526480916,Regione Autonoma della Sardegna,80002870923
Azienda Regionale di Coordinamento per La Salute,02948180308,Regione Autonoma Friuli-Venezia Giulia,80014930327
Azienda Regionale Diritto allo Studio Universitario di Basilicata,96024370767,Regione Basilicata,80002950766
Azienda Regionale Emergenza Sanitaria - ARES 118,08173691000,Banca Nazionale del Lavoro S.p.A.,09339391006
Azienda Regionale Emergenza Urgenza,03128170135,Regione Lombardia,80050050154
Azienda Regionale per il Diritto agli Studi Superiori ER.GO,02786551206,Lepida Spa,02770891204
Azienda Regionale per il Diritto agli Studi Superiori ER.GO,02786551206,Argentea S.r.l.,02260390220
Azienda Regionale per il Diritto allo Studio Universitario,94164020482,Regione Toscana,01386030488
Azienda Regionale per Il Diritto allo Studio Universitario di Venezia,01740230279,Argentea S.r.l.,02260390220
Azienda Regionale per Il Diritto allo Studio Universitario di Venezia,01740230279,Regione del Veneto,80007580279
Azienda Regionale per L'Edilizia Abitativa,03077790925,Regione Autonoma della Sardegna,80002870923
Azienda Regionale per L'Edilizia Residenziale della Valle D'Aosta,00061400073,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",00053810149
Azienda Regionale per l'Innovazione egli Acquisti - ARIA SpA,05017630152,Regione Lombardia,80050050154
Azienda Regionale per Lo Sviluppo dell'Agricoltura Calabrese,03268540782,Regione Calabria,02205340793
Azienda Regionale Territoriale per L'Edilizia della Provincia di Savona,00190540096,Regione Liguria,00849050109
Azienda Reti Elettriche S.r.l.,02404330223,E-Fil S.r.l.,03789750100
Azienda San Severino Marche,01210650436,Novares Spa,12105121003
Azienda Sanitaria dell'Alto Adige - Suedtiroler Sanitaetsbetrieb,00773750211,Alto Adige Riscossioni Spa,02805390214
Azienda Sanitaria di Potenza ASP,01722360763,Regione Basilicata,80002950766
Azienda Sanitaria Friuli Occidentale,01772890933,Regione Autonoma Friuli-Venezia Giulia,80014930327
Azienda sanitaria Locale - ASL - Asti,01120620057,Regione Piemonte,80087670016
Azienda Sanitaria Locale 2 di Savona,01062990096,Regione Liguria,00849050109
Azienda Sanitaria Locale 2 Lanciano Vasto Chieti,02307130696,Agenzia regionale dell'Abruzzo per la Committenza,91022630676
Azienda Sanitaria Locale AL di Alessandria,02190140067,Regione Piemonte,80087670016
Azienda Sanitaria Locale Avellino,02600160648,Regione Campania,80011990639
Azienda Sanitaria Locale Avezzano Sulmona L'Aquila,01792410662,Agenzia regionale dell'Abruzzo per la Committenza,91022630676
Azienda Sanitaria Locale Bari,06534340721,Regione Puglia,80017210727
Azienda Sanitaria Locale Benevento 1,01009680628,Regione Campania,80011990639
Azienda Sanitaria Locale BT di Andria,90062670725,Regione Puglia,80017210727
Azienda Sanitaria Locale Caserta,03519500619,Regione Campania,80011990639
Azienda Sanitaria Locale Citta' di Torino,11632570013,Regione Piemonte,80087670016
Azienda Sanitaria Locale CN1,01128930045,Regione Piemonte,80087670016
Azienda Sanitaria Locale CN2 Alba-Bra,02419170044,Regione Piemonte,80087670016
Azienda Sanitaria Locale della Provincia di Biella,01810260024,Regione Piemonte,80087670016
Azienda Sanitaria Locale di Brindisi,01647800745,Regione Puglia,80017210727
Azienda Sanitaria Locale di Lecce,04008300750,"Unicredit, Societa' per Azioni",00348170101
Azienda Sanitaria Locale di Lecce,04008300750,Regione Puglia,80017210727
Azienda Sanitaria Locale di Matera,01178540777,Regione Basilicata,80002950766
Azienda Sanitaria Locale di Napoli 3 Sud,06322711216,Poste Italiane S.P.A.,97103880585
Azienda Sanitaria Locale di Napoli 3 Sud,06322711216,Regione Campania,80011990639
Azienda Sanitaria Locale di Salerno,04701800650,P.A. Digitale spa,06628860964
Azienda Sanitaria Locale di Salerno,04701800650,Regione Campania,80011990639
Azienda Sanitaria Locale di Taranto,02026690731,Regione Puglia,80017210727
Azienda Sanitaria Locale N. 4 di Teramo,00115590671,Agenzia regionale dell'Abruzzo per la Committenza,91022630676
Azienda Sanitaria Locale Napoli 1 Centro,06328131211,Regione Campania,80011990639
Azienda Sanitaria Locale Napoli 2 Nord,96024110635,Regione Campania,80011990639
Azienda Sanitaria Locale NO,01522670031,Regione Piemonte,80087670016
Azienda Sanitaria Locale Roma 1,13664791004,Regione Lazio,80143490581
Azienda Sanitaria Locale Roma 2,13665151000,Regione Lazio,80143490581
Azienda Sanitaria Locale Roma 3,04733491007,Regione Lazio,80143490581
Azienda Sanitaria Locale Roma 5,04733471009,Regione Lazio,80143490581
Azienda Sanitaria Locale Roma 6,04737811002,Regione Lazio,80143490581
Azienda Sanitaria Locale TO3,09735650013,Regione Piemonte,80087670016
Azienda Sanitaria Locale TO4,09736160012,Regione Piemonte,80087670016
Azienda Sanitaria Locale TO5 di Chieri,06827170017,Regione Piemonte,80087670016
Azienda Sanitaria Locale VCO,00634880033,Regione Piemonte,80087670016
Azienda Sanitaria Locale Vercelli,01811110020,Regione Piemonte,80087670016
Azienda Sanitaria Ospedaliera SS. Antonio e Biagio e C. Arrigo,01640560064,Regione Piemonte,80087670016
Azienda Sanitaria Provinciale Catania,04721260877,NORDCOM,13384100155
Azienda Sanitaria Provinciale Crotone,01997410798,Regione Calabria,02205340793
Azienda Sanitaria Provinciale di Agrigento,02570930848,Poste Italiane S.P.A.,97103880585
Azienda Sanitaria Provinciale di Caltanissetta,01825570854,Banca Nazionale del Lavoro S.p.A.,09339391006
Azienda Sanitaria Provinciale di Catanzaro,02865540799,Regione Calabria,02205340793
Azienda Sanitaria Provinciale di Cosenza,02853720783,Regione Calabria,02205340793
Azienda Sanitaria Provinciale di Enna,01151150867,P.A. Digitale spa,06628860964
Azienda Sanitaria Provinciale di Messina,03051870834,Poste Italiane S.P.A.,97103880585
Azienda Sanitaria Provinciale di Palermo,05841760829,Archidata srl,09613270157
Azienda Sanitaria Provinciale di Siracusa,01661590891,NORDCOM,13384100155
Azienda Sanitaria Provinciale di Siracusa,01661590891,Progetti e Soluzioni SPA,06423240727
Azienda Sanitaria Provinciale di Trapani,02363280815,"Unicredit, Societa' per Azioni",00348170101
Azienda Sanitaria Provinciale di Trapani,02363280815,Dedagroup Public Services S.R.L.,01727860221
Azienda Sanitaria Provinciale di Vibo Valentia,02866420793,Regione Calabria,02205340793
Azienda Sanitaria Provinciale N. 5 di Reggio Calabria,02638720801,Regione Calabria,02205340793
Azienda Sanitaria Provinciale Ragusa,01426410880,Archidata srl,09613270157
Azienda Sanitaria Regionale Molise,01546900703,P.A. Digitale spa,06628860964
Azienda Sanitaria Universitaria Friuli Centrale,02985660303,Regione Autonoma Friuli-Venezia Giulia,80014930327
Azienda Sanitaria Universitaria Giuliano Isontina,01337320327,Regione Autonoma Friuli-Venezia Giulia,80014930327
Azienda Sanitaria Universitaria Integrata di Trieste,01258370327,Regione Autonoma Friuli-Venezia Giulia,80014930327
Azienda Sanitaria Universitaria Integrata di Udine,02801610300,Regione Autonoma Friuli-Venezia Giulia,80014930327
Azienda Servizi alla Persona Carlo Pezzani,86000150184,Provincia Autonoma di Trento,00337460224
Azienda Servizi alla Persona Carlo Pezzani,86000150184,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",00053810149
Azienda Servizi alla Persona del Forlivese,03882990405,Provincia Autonoma di Trento,00337460224
Azienda Servizi alla Persona del Territorio Suzzarese - Socialis -,02575140203,Poste Italiane S.P.A.,97103880585
Azienda Servizi alla Persona Ravenna Cervia e Russi,02312680396,Provincia Autonoma di Trento,00337460224
Azienda Servizi alla Persona Vittorio Emanuele II,81001870427,Provincia Autonoma di Trento,00337460224
Azienda Servizi Igiene Ambientale Napoli Spa,07494740637,Intesa Sanpaolo SPA,00799960158
Azienda Servizi Municipalizzati di Merano SpA,01526780216,Alto Adige Riscossioni Spa,02805390214
Azienda Servizi Municipalizzati Tione di Trento,01531350229,Provincia Autonoma di Trento,00337460224
"Azienda Servizi per la Cittadinanza Interventi Sociali Valli Reno, Lavino e Samoggia",02985591201,E-Fil S.r.l.,03789750100
Azienda Servizi Pubblici Olbia S.P.A.,82004950901,Abaco Spa,02391510266
Azienda Servizi Pubblici Olbia S.P.A.,82004950901,P.A. Digitale spa,06628860964
Azienda Servizi Pubblici Olbia S.P.A.,82004950901,Numera Sistemi e Informatica SpA,01265230902
Azienda Servizi Pubblici Olbia S.P.A.,82004950901,E-Fil S.r.l.,03789750100
Azienda Servizi Pubblici SPA,02315031001,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",00053810149
Azienda Servizi Sociali di Bolzano,01710790211,Alto Adige Riscossioni Spa,02805390214
Azienda Servizi Territoriali Spa,03376720177,Novares Spa,12105121003
Azienda Servizi Territoriali Spa,03376720177,Progetti e Soluzioni SPA,06423240727
AZIENDA SERVIZI TOANO SRL UNIPERSONALE,02135000350,APKAPPA S.R.L.,08543640158
Azienda Servizi Valtrompia Spa,02013000985,"Unicredit, Societa' per Azioni",00348170101
Azienda Sociale Centro Lario e Valli,02945720130,P.A. Digitale spa,06628860964
Azienda Sociale Sud Est Milano,97529770154,APKAPPA S.R.L.,08543640158
AZIENDA SOCIO SANITARIA LOCALE N. 1 DI SASSARI,02884000908,Regione Autonoma della Sardegna,80002870923
AZIENDA SOCIO SANITARIA LOCALE N. 2 DELLA GALLURA,02891650901,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
AZIENDA SOCIO SANITARIA LOCALE N. 2 DELLA GALLURA,02891650901,Regione Autonoma della Sardegna,80002870923
AZIENDA SOCIO SANITARIA LOCALE N. 3 DI NUORO,01620480911,Regione Autonoma della Sardegna,80002870923
AZIENDA SOCIO SANITARIA LOCALE N. 4 DELL'OGLIASTRA,01620420917,Regione Autonoma della Sardegna,80002870923
AZIENDA SOCIO SANITARIA LOCALE N. 5 DI ORISTANO,01258180957,Regione Autonoma della Sardegna,80002870923
AZIENDA SOCIO SANITARIA LOCALE N. 6 DEL MEDIO CAMPIDANO,03990320925,Regione Autonoma della Sardegna,80002870923
AZIENDA SOCIO SANITARIA LOCALE N. 7 DEL SULCIS,03990310926,Regione Autonoma della Sardegna,80002870923
AZIENDA SOCIO SANITARIA LOCALE N. 8 DI CAGLIARI,03990560926,Regione Autonoma della Sardegna,80002870923
Azienda Socio Sanitaria Territoriale Degli Spedali Civili di Brescia,03775110988,Regione Lombardia,80050050154
Azienda Socio Sanitaria Territoriale Dei Sette Laghi,03510050127,Regione Lombardia,80050050154
Azienda Socio Sanitaria Territoriale del Garda,03775660982,Regione Lombardia,80050050154
Azienda Socio Sanitaria Territoriale della Brianza,09314320962,Regione Lombardia,80050050154
Azienda Socio Sanitaria Territoriale della Franciacorta,03775820982,Regione Lombardia,80050050154
Azienda Socio Sanitaria Territoriale della Valcamonica,03775830981,Regione Lombardia,80050050154
Azienda Socio Sanitaria Territoriale della Valle Olona,03510190121,Regione Lombardia,80050050154
Azienda Socio Sanitaria Territoriale della Valtellina e dell'Alto Lario,00988090148,Regione Lombardia,80050050154
Azienda Socio Sanitaria Territoriale di Bergamo Est,04114380167,Regione Lombardia,80050050154
Azienda Socio Sanitaria Territoriale di Bergamo Ovest,04114450168,Regione Lombardia,80050050154
Azienda Socio Sanitaria Territoriale di Crema,01629350198,Regione Lombardia,80050050154
Azienda Socio Sanitaria Territoriale di Cremona,01629400191,Regione Lombardia,80050050154
Azienda Socio Sanitaria Territoriale di Lecco,03622120131,Regione Lombardia,80050050154
Azienda Socio Sanitaria Territoriale di Lodi,09322180960,Regione Lombardia,80050050154
Azienda Socio Sanitaria Territoriale di Mantova,02481840201,Regione Lombardia,80050050154
Azienda Socio Sanitaria Territoriale di Monza,09314290967,Regione Lombardia,80050050154
Azienda Socio Sanitaria Territoriale di Pavia,02613080189,Regione Lombardia,80050050154
Azienda Socio Sanitaria Territoriale Grande Ospedale Metropolitano Niguarda,09315660960,Regione Lombardia,80050050154
Azienda Socio Sanitaria Territoriale Lariana,03622110132,Regione Lombardia,80050050154
Azienda Socio Sanitaria Territoriale Melegnano e della Martesana,09320650964,Regione Lombardia,80050050154
Azienda Socio Sanitaria Territoriale Nord Milano,09320420962,Regione Lombardia,80050050154
Azienda Socio Sanitaria Territoriale Papa Giovanni XXIII,04114370168,Regione Lombardia,80050050154
Azienda Socio Sanitaria Territoriale Santi Paolo e Carlo,09321970965,Regione Lombardia,80050050154
Azienda Sociosanitaria 3,03399650104,Poste Italiane S.P.A.,97103880585
Azienda Sociosanitaria 3,03399650104,Regione Liguria,00849050109
Azienda Sociosanitaria Ligure 5,00962520110,Regione Liguria,00849050109
Azienda Sociosanitaria Ligure n. 4 - Sistema Sanitario Regione Liguria,01038700991,Regione Liguria,00849050109
Azienda Sociosanitaria Ligure n.1,01083060085,Regione Liguria,00849050109
Azienda Speciale A.Parmiani,02725860122,Progetti e Soluzioni SPA,06423240727
AZIENDA SPECIALE COMUNI RIUNITI,02254180413,Abaco Spa,02391510266
Azienda Speciale Consortile Penisola Sorrentina,09025691214,Advanced Systems S.p.A.,03383350638
AZIENDA SPECIALE CONSORTILE PER I SERVIZI ALLA PERSONA DEL TERRITORIO DEL DESTRA SECCHIA,02610710200,Intesa Sanpaolo SPA,00799960158
Azienda Speciale Consorzio Servizi Sociali dell'Ogiatese,02793530136,Regione Lombardia,80050050154
Azienda Speciale I Millefiori,02809180355,E-Fil S.r.l.,03789750100
AZIENDA SPECIALE MONTESERVIZI,01762730511,Dedagroup Public Services S.R.L.,01727860221
Azienda Speciale Multiservizi Pandino,01445270190,eRemind srl – PMPAY,11311050964
Azienda Speciale Multiservizi Senago,11673490154,Maggioli SPA,06188330150
Azienda Speciale Multiservizi Senago,11673490154,APKAPPA S.R.L.,08543640158
Azienda Speciale Parco di Porto Conte,92073010909,Numera Sistemi e Informatica SpA,01265230902
Azienda Speciale per La Gestione Degli Impianti Sportivi del Comune di Trento,01591870223,Provincia Autonoma di Trento,00337460224
AZIENDA SPECIALE SARNO SERVIZI INTEGRATI,06022880659,Dedagroup Public Services S.R.L.,01727860221
Azienda Speciale Servizi alla Persona,01741290389,Provincia Autonoma di Trento,00337460224
Azienda Speciale Servizi alla Persona e alla Famiglia Futura,12547300157,Regione Lombardia,80050050154
Azienda Speciale Servizi Bassa Reggiana,02491850356,Lepida Spa,02770891204
Azienda Speciale Servizi Bassa Reggiana,02491850356,Next Step Solution,02554480349
Azienda Speciale Servizi Bassa Reggiana,02491850356,I.C.A. Imposte Comunali Affini Srl,02478610583
Azienda Speciale Servizi Infanzia e Famiglia G.B. Chimelli,80010630228,Provincia Autonoma di Trento,00337460224
Azienda Speciale Servizi Infanzia e Famiglia G.B. Chimelli,80010630228,Dedagroup Public Services S.R.L.,01727860221
AZIENDA SPECIALE SERVIZI PUBBLICI,91005650121,Maggioli SPA,06188330150
Azienda Speciale Sts Multiservizi,13054971000,E-Fil S.r.l.,03789750100
Azienda Speciale Ufficio D'Ambito della Provincia di Pavia per La Regolazione e La Pianificazione del Servizio Idrico Integrato,96065970186,APKAPPA S.R.L.,08543640158
Azienda Speciale Ufficio D'Ambito di Como,95109690131,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",00053810149
Azienda Strade Lazio - Astral S.P.A.,07244131004,eRemind srl – PMPAY,11311050964
Azienda Strade Lazio - Astral S.P.A.,07244131004,P.A. Digitale spa,06628860964
Azienda Territoriale Edilizia Residenziale della Provincia di Padova,00222610289,Poste Italiane S.P.A.,97103880585
Azienda Territoriale Edilizia Residenziale della Provincia di Padova,00222610289,Intesa Sanpaolo SPA,00799960158
Azienda Territoriale Edilizia Residenziale per La Provincia di Pescara,00062890686,Agenzia regionale dell'Abruzzo per la Committenza,91022630676
Azienda Territoriale Edilizia Residenziale Pubblica Calabria,03479720793,Poste Italiane S.P.A.,97103880585
Azienda Territoriale Edilizia Residenziale Pubblica della Provincia di Potenza,00090670761,Regione Basilicata,80002950766
AZIENDA TERRITORIALE PER EDILIZIA RESIDENZIALE PUBBLICA,00040520579,Poste Italiane S.P.A.,97103880585
Azienda Territoriale per l'Edilizia Residenziale di Gorizia,00051390318,Regione Autonoma Friuli-Venezia Giulia,80014930327
Azienda Territoriale per L'Edilizia Residenziale Pubblica del Comune di Roma,00410700587,Poste Italiane S.P.A.,97103880585
Azienda Territoriale per l'Edilizia Residenziale Pubblica della Provincia di Latina,00081960593,Poste Italiane S.P.A.,97103880585
Azienda Territoriale per L'Edilizia Residenziale Pubblica della Provincia di Roma,07756461005,Poste Italiane S.P.A.,97103880585
Azienda Territoriale per L'Edilizia Residenziale Pubblica della Provincia di Roma,07756461005,E-Fil S.r.l.,03789750100
Azienda Territoriale per L'Edilizia Residenziale Pubblica della Provincia di Viterbo,80000910564,Poste Italiane S.P.A.,97103880585
Azienda Territoriale per L'Edilizia Residenziale Pubblica della Provincia di Viterbo,80000910564,Progetti e Soluzioni SPA,06423240727
AZIENDA TERRITORIALE PER L’EDILIZIA RESIDENZIALE PUBBLICA  (ATER)  PROVINCIA DI FROSINONE,00105380604,eRemind srl – PMPAY,11311050964
Azienda Trasporti Automobilistici Pubblici Province Biella e Vercelli,01537000026,Regione Piemonte,80087670016
Azienda Trasporti Messina S.P.A.,03573940834,Maggioli SPA,06188330150
Azienda Trasporti Milanesi,97230720159,Intesa Sanpaolo SPA,00799960158
Azienda Trasporti Pubblici Nuoro,00087460911,Numera Sistemi e Informatica SpA,01265230902
AZIENDA TRASPORTI PUBBLICI S.p.A.,00121470900,Numera Sistemi e Informatica SpA,01265230902
Azienda U.S.L. Toscana Nord - Ovest,02198590503,Regione Toscana,01386030488
Azienda ULSS n. 1 Dolomiti,00300650256,Regione del Veneto,80007580279
Azienda ULSS n. 2 Marca Trevigiana,03084880263,Regione del Veneto,80007580279
azienda ULSS n. 3 Serenissima,02798850273,Regione del Veneto,80007580279
Azienda ULSS n. 4 Veneto Orientale,02799490277,Regione del Veneto,80007580279
Azienda ULSS n. 9 Scaligera,02573090236,E-Fil S.r.l.,03789750100
Azienda ULSS n. 9 Scaligera,02573090236,Regione del Veneto,80007580279
AZIENDA ULSS n.5 Polesana,01013470297,Regione del Veneto,80007580279
Azienda ULSS n.6 Euganea,00349050286,Regione del Veneto,80007580279
Azienda ULSS n.7 Pedemontana,00913430245,Regione del Veneto,80007580279
Azienda ULSS n.8 Berica,02441500242,Regione del Veneto,80007580279
Azienda Unita' Sanitaria Locale di Frosinone,01886690609,Regione Lazio,80143490581
Azienda Unita' Sanitaria Locale di Modena,02241850367,Lepida Spa,02770891204
Azienda Unita' Sanitaria Locale di Parma,01874230343,Lepida Spa,02770891204
Azienda Unita' Sanitaria Locale Toscana Centro,06593810481,Regione Toscana,01386030488
Azienda Unita' Sanitaria Locale Toscana Sud Est,02236310518,Regione Toscana,01386030488
Azienda Unita' Sanitaria Locale Umbria 1,03301860544,Regione Umbria,80000130544
Azienda Unita' Sanitaria Locale Umbria 2,01499590550,Regione Umbria,80000130544
Azienda Unita' Sanitaria Locale Viterbo,01455570562,Regione Lazio,80143490581
Azienda Usl della Romagna,02483810392,Poste Italiane S.P.A.,97103880585
Azienda Usl della Romagna,02483810392,Lepida Spa,02770891204
Azienda USL della Valle d'Aosta,91001750073,Regione Autonoma Valle D'Aosta,80002270074
Azienda USL di Bologna,02406911202,Lepida Spa,02770891204
Azienda USL di Ferrara,01295960387,Lepida Spa,02770891204
Azienda USL di Ferrara,01295960387,E-Fil S.r.l.,03789750100
Azienda USL di Reggio Emilia,01598570354,Poste Italiane S.P.A.,97103880585
Azienda USL di Reggio Emilia,01598570354,Lepida Spa,02770891204
Azienda USL Imola,90000900374,Lepida Spa,02770891204
Azienda USL Latina,01684950593,Regione Lazio,80143490581
Azienda USL Pescara,01397530682,Poste Italiane S.P.A.,97103880585
Azienda USL Piacenza,91002500337,Poste Italiane S.P.A.,97103880585
Azienda USL Piacenza,91002500337,Lepida Spa,02770891204
Azienda USL Rieti,00821180577,Regione Lazio,80143490581
Azienda Veneziana della Mobilita Spa,03096680271,Intesa Sanpaolo SPA,00799960158
Azienda Zero,05018720283,Regione del Veneto,80007580279
Azimut SPA,90003710390,Lepida Spa,02770891204
Azimut SPA,90003710390,E-Fil S.r.l.,03789750100
B+ Cooperativa Sociale,02068500541,Progetti e Soluzioni SPA,06423240727
Bacino Imbrifero Montano del Livenza - Pordenone,91005940936,E-Fil S.r.l.,03789750100
BAGNI MARINA GENOVESE SRL,01226520995,Comune di Genova,00856930102
Barletta Servizi Ambientali Spa,05577300725,Dedagroup Public Services S.R.L.,01727860221
BBANDA SRL,02890750835,Banco BPM Società per Azioni,09722490969
BE ONE SPA,02598510465,Intesa Sanpaolo SPA,00799960158
BEA GESTIONI SPA,08081300967,Intesa Sanpaolo SPA,00799960158
BEA GESTIONI SPA,08081300967,ICCREA Banca SpA,04774801007
Bell 2 Società Coop. Sociale,01659600082,Intesa Sanpaolo SPA,00799960158
BELLUNUM SRL,01075590255,Regione del Veneto,80007580279
BERLOR GENERAL CONTRACTOR SRL,05054270755,Dedagroup Public Services S.R.L.,01727860221
Biblioteca Comunale degli Intronati,80005860525,Dedagroup Public Services S.R.L.,01727860221
BIBLIOTECA MEDICEA LAURENZIANA,80017190481,Intesa Sanpaolo SPA,00799960158
BIBOS S.R.L. a Socio Unico,03642220135,E-Fil S.r.l.,03789750100
Bim Gestione Servizi Pubblici Spa,00971870258,Poste Italiane S.P.A.,97103880585
Bim Gestione Servizi Pubblici Spa,00971870258,Engineering Ingegneria Informatica SpA,00967720285
Bim Gestione Servizi Pubblici Spa,00971870258,Progetti e Soluzioni SPA,06423240727
